Gene stable ID	GO term accession	GO term name	GO term definition	GO term evidence code	GO domain	Gene name
ENSMUSG00000000394	GO:0005615	extracellular space	That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid.	IBA	cellular_component	Gcg
ENSMUSG00000000394	GO:0005615	extracellular space	That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid.	IDA	cellular_component	Gcg
ENSMUSG00000000394	GO:0005615	extracellular space	That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid.	ISO	cellular_component	Gcg
ENSMUSG00000000394	GO:0005576	extracellular region	The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.	IEA	cellular_component	Gcg
ENSMUSG00000000394	GO:0051571	positive regulation of histone H3-K4 methylation	Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3.	IGI	biological_process	Gcg
ENSMUSG00000000394	GO:0005179	hormone activity	The action characteristic of a hormone, any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action. The term was originally applied to agents with a stimulatory physiological action in vertebrate animals (as opposed to a chalone, which has a depressant action). Usage is now extended to regulatory compounds in lower animals and plants, and to synthetic substances having comparable effects; all bind receptors and trigger some biological process.	IEA	molecular_function	Gcg
ENSMUSG00000000394	GO:0005179	hormone activity	The action characteristic of a hormone, any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action. The term was originally applied to agents with a stimulatory physiological action in vertebrate animals (as opposed to a chalone, which has a depressant action). Usage is now extended to regulatory compounds in lower animals and plants, and to synthetic substances having comparable effects; all bind receptors and trigger some biological process.	IBA	molecular_function	Gcg
ENSMUSG00000000394	GO:0050796	regulation of insulin secretion	Any process that modulates the frequency, rate or extent of the regulated release of insulin.	IDA	biological_process	Gcg
ENSMUSG00000000394	GO:0043066	negative regulation of apoptotic process	Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process.	IDA	biological_process	Gcg
ENSMUSG00000000394	GO:0032092	positive regulation of protein binding	Any process that activates or increases the frequency, rate or extent of protein binding.	IDA	biological_process	Gcg
ENSMUSG00000000394	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	The series of molecular signals generated as a consequence of a G protein-coupled receptor binding to its physiological ligand, where the pathway proceeds through activation of adenylyl cyclase activity and a subsequent increase in the concentration of cyclic AMP (cAMP).	IDA	biological_process	Gcg
ENSMUSG00000000394	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	The series of molecular signals generated as a consequence of a G protein-coupled receptor binding to its physiological ligand, where the pathway proceeds through activation or inhibition of adenylyl cyclase activity and a subsequent change in the concentration of cyclic AMP (cAMP).	IBA	biological_process	Gcg
ENSMUSG00000000394	GO:0043066	negative regulation of apoptotic process	Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process.	IBA	biological_process	Gcg
ENSMUSG00000000394	GO:0032099	negative regulation of appetite	Any process that reduces appetite.	ISO	biological_process	Gcg
ENSMUSG00000000394	GO:0042593	glucose homeostasis	Any process involved in the maintenance of an internal steady state of glucose within an organism or cell.	IDA	biological_process	Gcg
ENSMUSG00000000394	GO:1900118	negative regulation of execution phase of apoptosis	Any process that stops, prevents or reduces the frequency, rate or extent of execution phase of apoptosis.	IDA	biological_process	Gcg
ENSMUSG00000000394	GO:0005179	hormone activity	The action characteristic of a hormone, any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action. The term was originally applied to agents with a stimulatory physiological action in vertebrate animals (as opposed to a chalone, which has a depressant action). Usage is now extended to regulatory compounds in lower animals and plants, and to synthetic substances having comparable effects; all bind receptors and trigger some biological process.	ISO	molecular_function	Gcg
ENSMUSG00000000394	GO:0045860	positive regulation of protein kinase activity	Any process that activates or increases the frequency, rate or extent of protein kinase activity.	IDA	biological_process	Gcg
ENSMUSG00000000394	GO:0070374	positive regulation of ERK1 and ERK2 cascade	Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade.	IDA	biological_process	Gcg
ENSMUSG00000000394	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	The series of molecular signals generated as a consequence of a G protein-coupled receptor binding to its physiological ligand, where the pathway proceeds through activation or inhibition of adenylyl cyclase activity and a subsequent change in the concentration of cyclic AMP (cAMP).	ISO	biological_process	Gcg
ENSMUSG00000000394	GO:0034774	secretory granule lumen	The volume enclosed by the membrane of a secretory granule.	TAS	cellular_component	Gcg
ENSMUSG00000000394	GO:0010800	positive regulation of peptidyl-threonine phosphorylation	Any process that increases the frequency, rate or extent of peptidyl-threonine phosphorylation. Peptidyl-threonine phosphorylation is the phosphorylation of peptidyl-threonine to form peptidyl-O-phospho-L-threonine.	IDA	biological_process	Gcg
ENSMUSG00000000394	GO:0033138	positive regulation of peptidyl-serine phosphorylation	Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-serine.	IDA	biological_process	Gcg
ENSMUSG00000000394	GO:0010737	protein kinase A signaling	A series of reactions, mediated by the intracellular serine/threonine kinase protein kinase A, which occurs as a result of a single trigger reaction or compound.	IBA	biological_process	Gcg
ENSMUSG00000000394	GO:0090280	positive regulation of calcium ion import	Any process that increases the rate, frequency, or extent of the directed movement of calcium ions into a cell or organelle.	IDA	biological_process	Gcg
ENSMUSG00000000394	GO:0045722	positive regulation of gluconeogenesis	Any process that activates or increases the frequency, rate or extent of gluconeogenesis.	IDA	biological_process	Gcg
ENSMUSG00000000394	GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	Any process that increases the frequency, rate or extent of the regulated release of insulin that contributes to the response of a cell to glucose.	IDA	biological_process	Gcg
ENSMUSG00000000394	GO:0031769	glucagon receptor binding	Interacting selectively and non-covalently with a glucagon receptor.	ISO	molecular_function	Gcg
ENSMUSG00000000394	GO:0031769	glucagon receptor binding	Interacting selectively and non-covalently with a glucagon receptor.	IBA	molecular_function	Gcg
ENSMUSG00000000394	GO:0042802	identical protein binding	Interacting selectively and non-covalently with an identical protein or proteins.	IEA	molecular_function	Gcg
ENSMUSG00000000394	GO:0010737	protein kinase A signaling	A series of reactions, mediated by the intracellular serine/threonine kinase protein kinase A, which occurs as a result of a single trigger reaction or compound.	IMP	biological_process	Gcg
ENSMUSG00000000394	GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	Any process that increases the frequency, rate or extent of the regulated release of insulin that contributes to the response of a cell to glucose.	IBA	biological_process	Gcg
ENSMUSG00000000394	GO:0014823	response to activity	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an activity stimulus.	IDA	biological_process	Gcg
ENSMUSG00000000394	GO:0007165	signal transduction	The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.	IEA	biological_process	Gcg
ENSMUSG00000000394	GO:0005576	extracellular region	The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.	IEA	cellular_component	Gcg
ENSMUSG00000000394	GO:0005179	hormone activity	The action characteristic of a hormone, any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action. The term was originally applied to agents with a stimulatory physiological action in vertebrate animals (as opposed to a chalone, which has a depressant action). Usage is now extended to regulatory compounds in lower animals and plants, and to synthetic substances having comparable effects; all bind receptors and trigger some biological process.	IEA	molecular_function	Gcg
ENSMUSG00000000394						Gcg
ENSMUSG00000030327	GO:0006897	endocytosis	A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a small region of the plasma membrane to form a new membrane-bounded vesicle.	IEA	biological_process	Necap1
ENSMUSG00000030327	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Necap1
ENSMUSG00000030327	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	IEA	cellular_component	Necap1
ENSMUSG00000030327	GO:0015031	protein transport	The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	IEA	biological_process	Necap1
ENSMUSG00000030327	GO:0031410	cytoplasmic vesicle	A vesicle found in the cytoplasm of a cell.	IEA	cellular_component	Necap1
ENSMUSG00000030327	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	IPI	molecular_function	Necap1
ENSMUSG00000030327	GO:0030665	clathrin-coated vesicle membrane	The lipid bilayer surrounding a clathrin-coated vesicle.	IEA	cellular_component	Necap1
ENSMUSG00000030327	GO:0006897	endocytosis	A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a small region of the plasma membrane to form a new membrane-bounded vesicle.	IMP	biological_process	Necap1
ENSMUSG00000030327	GO:0005905	clathrin-coated pit	A part of the endomembrane system in the form of an invagination of a membrane upon which a clathrin coat forms, and that can be converted by vesicle budding into a clathrin-coated vesicle. Coated pits form on the plasma membrane, where they are involved in receptor-mediated selective transport of many proteins and other macromolecules across the cell membrane, in the trans-Golgi network, and on some endosomes.	IDA	cellular_component	Necap1
ENSMUSG00000030327	GO:0016192	vesicle-mediated transport	A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane.	IBA	biological_process	Necap1
ENSMUSG00000030327	GO:0030125	clathrin vesicle coat	A clathrin coat found on a vesicle.	IBA	cellular_component	Necap1
ENSMUSG00000030327	GO:0030125	clathrin vesicle coat	A clathrin coat found on a vesicle.	IDA	cellular_component	Necap1
ENSMUSG00000030327						Necap1
ENSMUSG00000030327						Necap1
ENSMUSG00000030327						Necap1
ENSMUSG00000015478	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Rnf5
ENSMUSG00000015478	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IEA	cellular_component	Rnf5
ENSMUSG00000015478	GO:0016740	transferase activity	Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.	IEA	molecular_function	Rnf5
ENSMUSG00000015478	GO:0046872	metal ion binding	Interacting selectively and non-covalently with any metal ion.	IEA	molecular_function	Rnf5
ENSMUSG00000015478	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	IPI	molecular_function	Rnf5
ENSMUSG00000015478	GO:0042802	identical protein binding	Interacting selectively and non-covalently with an identical protein or proteins.	ISO	molecular_function	Rnf5
ENSMUSG00000015478	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IDA	cellular_component	Rnf5
ENSMUSG00000015478	GO:0005783	endoplasmic reticulum	The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached).	ISO	cellular_component	Rnf5
ENSMUSG00000015478	GO:0005739	mitochondrion	A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.	IEA	cellular_component	Rnf5
ENSMUSG00000015478	GO:0009617	response to bacterium	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium.	IMP	biological_process	Rnf5
ENSMUSG00000015478	GO:0016567	protein ubiquitination	The process in which one or more ubiquitin groups are added to a protein.	IEA	biological_process	Rnf5
ENSMUSG00000015478	GO:0006511	ubiquitin-dependent protein catabolic process	The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein.	IBA	biological_process	Rnf5
ENSMUSG00000015478	GO:0005783	endoplasmic reticulum	The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached).	IEA	cellular_component	Rnf5
ENSMUSG00000015478	GO:0005789	endoplasmic reticulum membrane	The lipid bilayer surrounding the endoplasmic reticulum.	IEA	cellular_component	Rnf5
ENSMUSG00000015478	GO:0044877	protein-containing complex binding	Interacting selectively and non-covalently with a macromolecular complex.	ISO	molecular_function	Rnf5
ENSMUSG00000015478	GO:0004842	ubiquitin-protein transferase activity	Catalysis of the transfer of ubiquitin from one protein to another via the reaction X-Ub + Y --> Y-Ub + X, where both X-Ub and Y-Ub are covalent linkages.	ISS	molecular_function	Rnf5
ENSMUSG00000015478	GO:0031648	protein destabilization	Any process that decreases the stability of a protein, making it more vulnerable to degradative processes or aggregation.	IDA	biological_process	Rnf5
ENSMUSG00000015478	GO:0070936	protein K48-linked ubiquitination	A protein ubiquitination process in which a polymer of ubiquitin, formed by linkages between lysine residues at position 48 of the ubiquitin monomers, is added to a protein. K48-linked ubiquitination targets the substrate protein for degradation.	ISO	biological_process	Rnf5
ENSMUSG00000015478	GO:0031966	mitochondrial membrane	Either of the lipid bilayers that surround the mitochondrion and form the mitochondrial envelope.	IEA	cellular_component	Rnf5
ENSMUSG00000015478	GO:0016567	protein ubiquitination	The process in which one or more ubiquitin groups are added to a protein.	IDA	biological_process	Rnf5
ENSMUSG00000015478	GO:0004842	ubiquitin-protein transferase activity	Catalysis of the transfer of ubiquitin from one protein to another via the reaction X-Ub + Y --> Y-Ub + X, where both X-Ub and Y-Ub are covalent linkages.	ISO	molecular_function	Rnf5
ENSMUSG00000015478	GO:0061630	ubiquitin protein ligase activity	Catalysis of the transfer of ubiquitin to a substrate protein via the reaction X-ubiquitin + S -> X + S-ubiquitin, where X is either an E2 or E3 enzyme, the X-ubiquitin linkage is a thioester bond, and the S-ubiquitin linkage is an amide bond: an isopeptide bond between the C-terminal glycine of ubiquitin and the epsilon-amino group of lysine residues in the substrate or, in the linear extension of ubiquitin chains, a peptide bond the between the C-terminal glycine and N-terminal methionine of ubiquitin residues.	IBA	molecular_function	Rnf5
ENSMUSG00000015478	GO:0030433	ubiquitin-dependent ERAD pathway	The series of steps necessary to target endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. Begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein ubiquitination necessary for correct substrate transfer, transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome.	ISO	biological_process	Rnf5
ENSMUSG00000015478	GO:0010507	negative regulation of autophagy	Any process that stops, prevents, or reduces the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm.	IMP	biological_process	Rnf5
ENSMUSG00000015478	GO:0071712	ER-associated misfolded protein catabolic process	The chemical reactions and pathways resulting in the breakdown of misfolded proteins transported from the endoplasmic reticulum and targeted to cytoplasmic proteasomes for degradation.	IBA	biological_process	Rnf5
ENSMUSG00000015478	GO:0036503	ERAD pathway	The protein catabolic pathway which targets endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. It begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein modifications necessary for correct substrate transfer (e.g. ubiquitination), transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome.	ISO	biological_process	Rnf5
ENSMUSG00000015478	GO:0044257	cellular protein catabolic process	The chemical reactions and pathways resulting in the breakdown of a protein by individual cells.	ISO	biological_process	Rnf5
ENSMUSG00000015478	GO:0070534	protein K63-linked ubiquitination	A protein ubiquitination process in which a polymer of ubiquitin, formed by linkages between lysine residues at position 63 of the ubiquitin monomers, is added to a protein. K63-linked ubiquitination does not target the substrate protein for degradation, but is involved in several pathways, notably as a signal to promote error-free DNA postreplication repair.	ISO	biological_process	Rnf5
ENSMUSG00000015478	GO:0071712	ER-associated misfolded protein catabolic process	The chemical reactions and pathways resulting in the breakdown of misfolded proteins transported from the endoplasmic reticulum and targeted to cytoplasmic proteasomes for degradation.	ISO	biological_process	Rnf5
ENSMUSG00000015478	GO:2000785	regulation of autophagosome assembly	Any process that modulates the frequency, rate or extent of autophagosome assembly.	IMP	biological_process	Rnf5
ENSMUSG00000015478	GO:0004842	ubiquitin-protein transferase activity	Catalysis of the transfer of ubiquitin from one protein to another via the reaction X-Ub + Y --> Y-Ub + X, where both X-Ub and Y-Ub are covalent linkages.	IEA	molecular_function	Rnf5
ENSMUSG00000015478	GO:0042802	identical protein binding	Interacting selectively and non-covalently with an identical protein or proteins.	IEA	molecular_function	Rnf5
ENSMUSG00000015478	GO:0044390	ubiquitin-like protein conjugating enzyme binding	Interacting selectively and non-covalently with a ubiquitin-like protein conjugating enzyme such as ubiquitin conjugating enzyme.	IBA	molecular_function	Rnf5
ENSMUSG00000015478	GO:0044877	protein-containing complex binding	Interacting selectively and non-covalently with a macromolecular complex.	IEA	molecular_function	Rnf5
ENSMUSG00000015478	GO:0030433	ubiquitin-dependent ERAD pathway	The series of steps necessary to target endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. Begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein ubiquitination necessary for correct substrate transfer, transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome.	IEA	biological_process	Rnf5
ENSMUSG00000015478	GO:0036503	ERAD pathway	The protein catabolic pathway which targets endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. It begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein modifications necessary for correct substrate transfer (e.g. ubiquitination), transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome.	IEA	biological_process	Rnf5
ENSMUSG00000015478	GO:0044257	cellular protein catabolic process	The chemical reactions and pathways resulting in the breakdown of a protein by individual cells.	IEA	biological_process	Rnf5
ENSMUSG00000015478	GO:0070534	protein K63-linked ubiquitination	A protein ubiquitination process in which a polymer of ubiquitin, formed by linkages between lysine residues at position 63 of the ubiquitin monomers, is added to a protein. K63-linked ubiquitination does not target the substrate protein for degradation, but is involved in several pathways, notably as a signal to promote error-free DNA postreplication repair.	ISS	biological_process	Rnf5
ENSMUSG00000015478	GO:0070534	protein K63-linked ubiquitination	A protein ubiquitination process in which a polymer of ubiquitin, formed by linkages between lysine residues at position 63 of the ubiquitin monomers, is added to a protein. K63-linked ubiquitination does not target the substrate protein for degradation, but is involved in several pathways, notably as a signal to promote error-free DNA postreplication repair.	IEA	biological_process	Rnf5
ENSMUSG00000015478	GO:0070936	protein K48-linked ubiquitination	A protein ubiquitination process in which a polymer of ubiquitin, formed by linkages between lysine residues at position 48 of the ubiquitin monomers, is added to a protein. K48-linked ubiquitination targets the substrate protein for degradation.	IEA	biological_process	Rnf5
ENSMUSG00000015478	GO:0071712	ER-associated misfolded protein catabolic process	The chemical reactions and pathways resulting in the breakdown of misfolded proteins transported from the endoplasmic reticulum and targeted to cytoplasmic proteasomes for degradation.	ISS	biological_process	Rnf5
ENSMUSG00000015478	GO:0071712	ER-associated misfolded protein catabolic process	The chemical reactions and pathways resulting in the breakdown of misfolded proteins transported from the endoplasmic reticulum and targeted to cytoplasmic proteasomes for degradation.	IEA	biological_process	Rnf5
ENSMUSG00000015478						Rnf5
ENSMUSG00000015478						Rnf5
ENSMUSG00000031066	GO:0016787	hydrolase activity	Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.	IEA	molecular_function	Usp11
ENSMUSG00000031066	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cells chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	IEA	cellular_component	Usp11
ENSMUSG00000031066	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cells chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	ISS	cellular_component	Usp11
ENSMUSG00000031066	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cells chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	ISO	cellular_component	Usp11
ENSMUSG00000031066	GO:0005654	nucleoplasm	That part of the nuclear content other than the chromosomes or the nucleolus.	ISO	cellular_component	Usp11
ENSMUSG00000031066	GO:0005829	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	ISO	cellular_component	Usp11
ENSMUSG00000031066	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cells chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	IBA	cellular_component	Usp11
ENSMUSG00000031066	GO:0008233	peptidase activity	Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid.	IEA	molecular_function	Usp11
ENSMUSG00000031066	GO:0008234	cysteine-type peptidase activity	Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile.	IEA	molecular_function	Usp11
ENSMUSG00000031066	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.	IEA	biological_process	Usp11
ENSMUSG00000031066	GO:0005737	cytoplasm	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	IEA	cellular_component	Usp11
ENSMUSG00000031066	GO:0006511	ubiquitin-dependent protein catabolic process	The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein.	IEA	biological_process	Usp11
ENSMUSG00000031066	GO:0005694	chromosome	A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information.	IEA	cellular_component	Usp11
ENSMUSG00000031066	GO:0004843	thiol-dependent ubiquitin-specific protease activity	Catalysis of the thiol-dependent hydrolysis of a peptide bond formed by the C-terminal glycine of ubiquitin and another protein.	IEA	molecular_function	Usp11
ENSMUSG00000031066	GO:0016579	protein deubiquitination	The removal of one or more ubiquitin groups from a protein.	IEA	biological_process	Usp11
ENSMUSG00000031066	GO:0036459	thiol-dependent ubiquitinyl hydrolase activity	Catalysis of the thiol-dependent hydrolysis of an ester, thioester, amide, peptide or isopeptide bond formed by the C-terminal glycine of ubiquitin.	IEA	molecular_function	Usp11
ENSMUSG00000031066	GO:0016579	protein deubiquitination	The removal of one or more ubiquitin groups from a protein.	ISS	biological_process	Usp11
ENSMUSG00000031066	GO:0016579	protein deubiquitination	The removal of one or more ubiquitin groups from a protein.	ISO	biological_process	Usp11
ENSMUSG00000031066	GO:0004843	thiol-dependent ubiquitin-specific protease activity	Catalysis of the thiol-dependent hydrolysis of a peptide bond formed by the C-terminal glycine of ubiquitin and another protein.	ISO	molecular_function	Usp11
ENSMUSG00000031066	GO:0004843	thiol-dependent ubiquitin-specific protease activity	Catalysis of the thiol-dependent hydrolysis of a peptide bond formed by the C-terminal glycine of ubiquitin and another protein.	ISS	molecular_function	Usp11
ENSMUSG00000031066	GO:0005654	nucleoplasm	That part of the nuclear content other than the chromosomes or the nucleolus.	IEA	cellular_component	Usp11
ENSMUSG00000031066	GO:0005829	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	IEA	cellular_component	Usp11
ENSMUSG00000031066	GO:0001226	RNA polymerase II transcription corepressor binding	Interacting selectively and non-covalently with an RNA polymerase II transcription corepressor, any protein involved in negative regulation of transcription by RNA polymerase II via protein-protein interactions with transcription factors and other proteins that negatively regulate transcription. Transcription corepressors do not bind DNA directly, but rather mediate protein-protein interactions between repressing transcription factors and the basal transcription machinery of RNA polymerase II.	IEA	molecular_function	Usp11
ENSMUSG00000031066						Usp11
ENSMUSG00000031066						Usp11
ENSMUSG00000031066						Usp11
ENSMUSG00000028825	GO:0015696	ammonium transport	The directed movement of ammonium into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Ammonium is the cation NH4+ which is formed from N2 by root-nodule bacteria in leguminous plants and is an excretory product in ammonotelic animals.	IEA	biological_process	Rhd
ENSMUSG00000028825	GO:0008519	ammonium transmembrane transporter activity	Enables the transfer of ammonium from one side of a membrane to the other. Ammonium is the cation NH4+ which is formed from N2 by root-nodule bacteria in leguminous plants and is an excretory product in ammonotelic animals.	IEA	molecular_function	Rhd
ENSMUSG00000028825	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Rhd
ENSMUSG00000028825	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IEA	cellular_component	Rhd
ENSMUSG00000028825	GO:0005887	integral component of plasma membrane	The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IEA	cellular_component	Rhd
ENSMUSG00000028825	GO:0072488	ammonium transmembrane transport	The process in which ammonium is transported across a membrane. Ammonium is the cation NH4+.	IEA	biological_process	Rhd
ENSMUSG00000028825						Rhd
ENSMUSG00000020577	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Tspan13
ENSMUSG00000020577	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IEA	cellular_component	Tspan13
ENSMUSG00000020577	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	IPI	molecular_function	Tspan13
ENSMUSG00000020577	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	IDA	cellular_component	Tspan13
ENSMUSG00000020577	GO:0005887	integral component of plasma membrane	The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IBA	cellular_component	Tspan13
ENSMUSG00000020577	GO:0005246	calcium channel regulator activity	Modulates the activity of a calcium channel.	IDA	molecular_function	Tspan13
